valid, idx, real, imag
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,      0,      0
1,           1,      0,      0
1,           2,      0,      0
1,           3,      0,      0
1,           4,      0,      0
1,           5,      0,      0
1,           6,      0,      0
1,           7,      0,      0
1,           0,  32766,     -6
1,           1,  32766,     -6
1,           2,  32766,     -6
1,           3,  32766,     -6
1,           4,  32766,     -6
1,           5,  32766,     -6
1,           6,  32766,     -6
1,           7,  32766,     -6
1,           0,  32766,      6
1,           1,  32766,      6
1,           2,  32766,      6
1,           3,  32766,      6
1,           4,  32766,      6
1,           5,  32766,      6
1,           6,  32766,      6
1,           7,  32766,      6
1,           0,  32766,      6
1,           1,  32766,      6
1,           2,  32766,      6
1,           3,  32766,      6
1,           4,  32766,      6
1,           5,  32766,      6
1,           6,  32766,      6
1,           7,  32766,      6
1,           0,  32766,      6
1,           1,  32766,      6
1,           2,  32766,      6
1,           3,  32766,      6
1,           4,  32766,      6
1,           5,  32766,      6
1,           6,  32766,      6
1,           7,  32766,      6
1,           0,  32766,      6
1,           1,  32766,      6
1,           2,  32766,      6
1,           3,  32766,      6
1,           4,  32766,      6
1,           5,  32766,      6
1,           6,  32766,      6
1,           7,  32766,      6
1,           0,  32766,      6
1,           1,  32766,      6
1,           2,  32766,      6
1,           3,  32766,      6
1,           4,  32766,      6
1,           5,  32766,      6
1,           6,  32766,      6
1,           7,  32766,      6
1,           0,  32766,      6
1,           1,  32766,      6
1,           2,  32766,      6
1,           3,  32766,      6
1,           4,  32766,      6
1,           5,  32766,      6
1,           6,  32766,      6
1,           7,  32766,      6
1,           0,  32766,     -6
1,           1,  32766,     -6
1,           2,  32766,     -6
1,           3,  32766,     -6
1,           4,  32766,     -6
1,           5,  32766,     -6
1,           6,  32766,     -6
1,           7,  32766,     -6
1,           0,  32766,      6
1,           1,  32766,      6
1,           2,  32766,      6
1,           3,  32766,      6
1,           4,  32766,      6
1,           5,  32766,      6
1,           6,  32766,      6
1,           7,  32766,      6
1,           0,  32766,     -6
1,           1,  32766,     -6
1,           2,  32766,     -6
1,           3,  32766,     -6
1,           4,  32766,     -6
1,           5,  32766,     -6
1,           6,  32766,     -6
1,           7,  32766,     -6
1,           0,  32766,     -6
1,           1,  32766,     -6
1,           2,  32766,     -6
1,           3,  32766,     -6
1,           4,  32766,     -6
1,           5,  32766,     -6
1,           6,  32766,     -6
1,           7,  32766,     -6
1,           0,  32766,     -6
1,           1,  32766,     -6
1,           2,  32766,     -6
1,           3,  32766,     -6
1,           4,  32766,     -6
1,           5,  32766,     -6
1,           6,  32766,     -6
1,           7,  32766,     -6
1,           0,  32766,      6
1,           1,  32766,      6
1,           2,  32766,      6
1,           3,  32766,      6
1,           4,  32766,      6
1,           5,  32766,      6
1,           6,  32766,      6
1,           7,  32766,      6
1,           0, -31165, -10117
1,           1, -30741, -11340
1,           2, -30274, -12533
1,           3, -29756, -13719
1,           4, -29196, -14872
1,           5, -28593, -16002
1,           6, -27938, -17119
1,           7, -27247, -18199
1,           0, -26515, -19250
1,           1, -25742, -20272
1,           2, -24921, -21273
1,           3, -24070, -22231
1,           4, -23174, -23165
1,           5, -22250, -24053
1,           6, -21292, -24905
1,           7, -20292, -25726
1,           0, -19260, -26508
1,           1, -18209, -27240
1,           2, -17119, -27938
1,           3, -16013, -28586
1,           4, -14872, -29196
1,           5, -13719, -29756
1,           6, -12545, -30269
1,           7, -11340, -30741
1,           0, -10117, -31165
1,           1,  -8890, -31537
1,           2,  -7650, -31860
1,           3,  -6386, -32138
1,           4,  -5124, -32363
1,           5,  -3842, -32540
1,           6,  -2567, -32665
1,           7,  -1288, -32741
1,           0,     -6, -32766
1,           1,   1275, -32741
1,           2,   2555, -32666
1,           3,   3842, -32540
1,           4,   5112, -32365
1,           5,   6386, -32138
1,           6,   7638, -31863
1,           7,   8878, -31540
1,           0,  10117, -31165
1,           1,  11328, -30746
1,           2,  12533, -30274
1,           3,  13708, -29761
1,           4,  14861, -29202
1,           5,  16002, -28593
1,           6,  17108, -27945
1,           7,  18199, -27247
1,           0,  19260, -26508
1,           1,  20282, -25734
1,           2,  21283, -24913
1,           3,  22241, -24062
1,           4,  23165, -23174
1,           5,  24062, -22241
1,           6,  24913, -21283
1,           7,  25734, -20282
1,           0,  26515, -19250
1,           1,  27247, -18199
1,           2,  27945, -17108
1,           3,  28593, -16002
1,           4,  29196, -14872
1,           5,  29761, -13708
1,           6,  30274, -12533
1,           7,  30746, -11328
1,           0,  31165, -10117
1,           1,  31537,  -8890
1,           2,  31863,  -7638
1,           3,  32138,  -6386
1,           4,  32363,  -5124
1,           5,  32540,  -3842
1,           6,  32665,  -2567
1,           7,  32741,  -1275
1,           0,  32766,      6
1,           1,  32740,   1300
1,           2,  32664,   2580
1,           3,  32537,   3867
1,           4,  32361,   5137
1,           5,  32135,   6398
1,           6,  31857,   7663
1,           7,  31533,   8902
1,           0,  31161,  10129
1,           1,  30741,  11340
1,           2,  30269,  12545
1,           3,  29756,  13719
1,           4,  29196,  14872
1,           5,  28586,  16013
1,           6,  27938,  17119
1,           7,  27240,  18209
1,           0,  26515,  19250
1,           1,  25734,  20282
1,           2,  24921,  21273
1,           3,  24062,  22241
1,           4,  23174,  23165
1,           5,  22250,  24053
1,           6,  21283,  24913
1,           7,  20292,  25726
1,           0,  19250,  26515
1,           1,  18199,  27247
1,           2,  17108,  27945
1,           3,  16002,  28593
1,           4,  14872,  29196
1,           5,  13708,  29761
1,           6,  12533,  30274
1,           7,  11328,  30746
1,           0,  10129,  31161
1,           1,   8890,  31537
1,           2,   7650,  31860
1,           3,   6398,  32135
1,           4,   5124,  32363
1,           5,   3855,  32538
1,           6,   2567,  32665
1,           7,   1288,  32741
1,           0,     -6,  32766
1,           1,  -1288,  32741
1,           2,  -2580,  32664
1,           3,  -3855,  32538
1,           4,  -5137,  32361
1,           5,  -6398,  32135
1,           6,  -7650,  31860
1,           7,  -8902,  31533
1,           0, -10117,  31165
1,           1, -11328,  30746
1,           2, -12533,  30274
1,           3, -13708,  29761
1,           4, -14872,  29196
1,           5, -16002,  28593
1,           6, -17108,  27945
1,           7, -18199,  27247
1,           0, -19271,  26500
1,           1, -20292,  25726
1,           2, -21292,  24905
1,           3, -22250,  24053
1,           4, -23174,  23165
1,           5, -24070,  22231
1,           6, -24921,  21273
1,           7, -25742,  20272
1,           0, -26515,  19250
1,           1, -27247,  18199
1,           2, -27945,  17108
1,           3, -28593,  16002
1,           4, -29196,  14872
1,           5, -29761,  13708
1,           6, -30274,  12533
1,           7, -30746,  11328
1,           0, -31161,  10129
1,           1, -31537,   8890
1,           2, -31860,   7650
1,           3, -32138,   6386
1,           4, -32363,   5124
1,           5, -32538,   3855
1,           6, -32665,   2567
1,           7, -32741,   1288
1,           0, -32766,      6
1,           1, -32741,  -1275
1,           2, -32665,  -2567
1,           3, -32540,  -3842
1,           4, -32363,  -5124
1,           5, -32138,  -6386
1,           6, -31863,  -7638
1,           7, -31537,  -8890
1,           0, -31161, -10129
1,           1, -30741, -11340
1,           2, -30269, -12545
1,           3, -29756, -13719
1,           4, -29196, -14872
1,           5, -28586, -16013
1,           6, -27938, -17119
1,           7, -27240, -18209
1,           0, -26515, -19250
1,           1, -25734, -20282
1,           2, -24921, -21273
1,           3, -24062, -22241
1,           4, -23174, -23165
1,           5, -22250, -24053
1,           6, -21283, -24913
1,           7, -20292, -25726
1,           0, -19250, -26515
1,           1, -18199, -27247
1,           2, -17119, -27938
1,           3, -16002, -28593
1,           4, -14872, -29196
1,           5, -13708, -29761
1,           6, -12533, -30274
1,           7, -11340, -30741
1,           0, -10129, -31161
1,           1,  -8890, -31537
1,           2,  -7650, -31860
1,           3,  -6398, -32135
1,           4,  -5124, -32363
1,           5,  -3855, -32538
1,           6,  -2567, -32665
1,           7,  -1288, -32741
1,           0,      6, -32766
1,           1,   1300, -32740
1,           2,   2580, -32664
