valid, idx, real, imag
0,           0,      0
0,           1,      0
0,           2,      0
0,           3,      0
0,           0,      0
0,           1,      0
0,           2,      0
0,           3,      0
0,           0,      0
0,           1,      0
0,           2,      0
0,           3,      0
0,           0,      0
0,           1,      0
0,           2,      0
0,           3,      0
0,           0,      0
0,           1,      0
0,           2,      0
0,           3,      0
0,           0,      0
0,           1,      0
0,           2,      0
0,           3,      0
0,           0,      0
0,           1,      0
0,           2,      0
0,           3,      0
0,           0,      0
0,           1,      0
0,           2,      0
0,           3,      0
0,           0,      0
0,           1,      0
0,           2,      0
0,           3,      0
0,           0,      0
0,           1,      0
0,           2,      0
0,           3,      0
0,           0,      0
0,           1,      0
0,           2,      0
0,           3,      0
0,           0,      0
0,           1,      0
0,           2,      0
0,           3,      0
0,           0,      0
0,           1,      0
0,           2,      0
0,           3,      0
0,           0,      0
0,           1,      0
0,           2,      0
0,           3,      0
0,           0,      0
0,           1,      0
0,           2,      0
0,           3,      0
0,           0,      0
0,           1,      0
0,           2,      0
0,           3,      0
0,           0,      0
0,           1,      0
0,           2,      0
0,           3,      0
0,           0,      0
0,           1,      0
0,           2,      0
0,           3,      0
0,           0,      0
0,           1,      0
0,           2,      0
0,           3,      0
0,           0,      0
0,           1,      0
0,           2,      0
0,           3,      0
0,           0,      0
0,           1,      0
0,           2,      0
0,           3,      0
0,           0,      0
0,           1,      0
0,           2,      0
0,           3,      0
0,           0,      0
0,           1,      0
0,           2,      0
0,           3,      0
0,           0,      0
0,           1,      0
0,           2,      0
0,           3,      0
0,           0,      0
0,           1,      0
0,           2,      0
0,           3,      0
0,           0,      0
0,           1,      0
0,           2,      0
0,           3,      0
0,           0,      0
0,           1,      0
0,           2,      0
0,           3,      0
0,           0,      0
0,           1,      0
0,           2,      0
0,           3,      0
0,           0,      0
0,           1,      0
0,           2,      0
0,           3,      0
0,           0,      0
0,           1,      0
0,           2,      0
0,           3,      0
1,           0,  -9708
1,           1,  -9245
1,           2,  -8746
1,           3,  -8216
1,           0,  -7647
1,           1,  -7050
1,           2,  -6426
1,           3,  -5776
1,           0,  -5104
1,           1,  -4416
1,           2,  -3705
1,           3,  -2981
1,           0,  -2253
1,           1,  -1508
1,           2,   -757
1,           3,     -7
1,           0,    756
1,           1,   1507
1,           2,   2252
1,           3,   2989
1,           0,   3709
1,           1,   4419
1,           2,   5111
1,           3,   5783
1,           0,   6433
1,           1,   7057
1,           2,   7653
1,           3,   8218
1,           0,   8748
1,           1,   9247
1,           2,   9710
1,           3,  10131
1,           0,  10515
1,           1,  10858
1,           2,  11157
1,           3,  11412
1,           0,  11622
1,           1,  11785
1,           2,  11904
1,           3,  11975
1,           0,  11999
1,           1,  11975
1,           2,  11904
1,           3,  11786
1,           0,  11622
1,           1,  11411
1,           2,  11155
1,           3,  10855
1,           0,  10517
1,           1,  10133
1,           2,   9710
1,           3,   9247
1,           0,   8745
1,           1,   8212
1,           2,   7649
1,           3,   7053
1,           0,   6429
1,           1,   5779
1,           2,   5107
1,           3,   4415
1,           0,   3704
1,           1,   2984
1,           2,   2248
1,           3,   1502
1,           0,    756
1,           1,      2
1,           2,   -748
1,           3,  -1499
1,           0,  -2249
1,           1,  -2981
1,           2,  -3705
1,           3,  -4416
1,           0,  -5108
1,           1,  -5780
1,           2,  -6426
1,           3,  -7050
1,           0,  -7650
1,           1,  -8213
1,           2,  -8746
1,           3,  -9245
1,           0,  -9705
1,           1, -10130
1,           2, -10514
1,           3, -10856
1,           0, -11155
1,           1, -11411
1,           2, -11621
1,           3, -11786
1,           0, -11905
1,           1, -11976
1,           2, -12000
1,           3, -11976
1,           0, -11905
1,           1, -11787
1,           2, -11624
1,           3, -11413
1,           0, -11156
1,           1, -10859
1,           2, -10516
1,           3, -10132
1,           0,  -9711
1,           1,  -9248
1,           2,  -8749
1,           3,  -8216
1,           0,  -7647
1,           1,  -7054
1,           2,  -6430
1,           3,  -5780
1,           0,  -5112
1,           1,  -4420
1,           2,  -3710
1,           3,  -2985
1,           0,  -2253
1,           1,  -1508
1,           2,   -757
1,           3,     -3
1,           0,    756
1,           1,   1507
1,           2,   2248
1,           3,   2984
1,           0,   3709
1,           1,   4419
1,           2,   5111
1,           3,   5783
1,           0,   6429
1,           1,   7053
1,           2,   7649
1,           3,   8215
1,           0,   8745
1,           1,   9244
1,           2,   9707
1,           3,  10131
1,           0,  10517
1,           1,  10858
1,           2,  11157
1,           3,  11412
1,           0,  11622
1,           1,  11786
1,           2,  11904
1,           3,  11975
1,           0,  11999
1,           1,  11975
1,           2,  11905
1,           3,  11787
1,           0,  11620
1,           1,  11411
1,           2,  11155
1,           3,  10855
1,           0,  10513
1,           1,  10129
1,           2,   9704
1,           3,   9242
1,           0,   8748
1,           1,   8215
1,           2,   7649
1,           3,   7057
1,           0,   6425
1,           1,   5779
1,           2,   5107
1,           3,   4415
1,           0,   3704
1,           1,   2980
1,           2,   2243
1,           3,   1498
1,           0,    751
1,           1,     -3
1,           2,   -757
1,           3,  -1508
1,           0,  -2249
1,           1,  -2985
1,           2,  -3705
1,           3,  -4416
1,           0,  -5108
1,           1,  -5780
1,           2,  -6426
1,           3,  -7050
1,           0,  -7650
1,           1,  -8216
1,           2,  -8749
1,           3,  -9248
1,           0,  -9708
1,           1, -10132
1,           2, -10516
1,           3, -10859
1,           0, -11158
1,           1, -11412
1,           2, -11623
1,           3, -11787
1,           0, -11905
1,           1, -11976
1,           2, -12000
1,           3, -11976
1,           0, -11905
1,           1, -11787
1,           2, -11623
1,           3, -11412
1,           0, -11156
1,           1, -10856
1,           2, -10514
1,           3, -10130
1,           0,  -9711
1,           1,  -9248
1,           2,  -8749
1,           3,  -8216
1,           0,  -7650
1,           1,  -7054
1,           2,  -6430
1,           3,  -5784
1,           0,  -5112
1,           1,  -4424
1,           2,  -3714
1,           3,  -2990
1,           0,  -2249
1,           1,  -1503
1,           2,   -752
1,           3,      2
1,           0,    747
1,           1,   1498
1,           2,   2243
1,           3,   2980
1,           0,   3704
1,           1,   4415
1,           2,   5107
1,           3,   5779
1,           0,   6425
1,           1,   7049
1,           2,   7646
1,           3,   8212
1,           0,   8748
1,           1,   9247
1,           2,   9710
1,           3,  10133
1,           0,  10517
1,           1,  10859
1,           2,  11157
1,           3,  11412
1,           0,  11620
1,           1,  11785
1,           2,  11904
1,           3,  11975
1,           0,  11999
1,           1,  11975
1,           2,  11904
1,           3,  11786
1,           0,  11622
1,           1,  11411
1,           2,  11155
1,           3,  10855
1,           0,  10513
1,           1,  10129
1,           2,   9704
1,           3,   9244
1,           0,   8748
1,           1,   8215
1,           2,   7649
1,           3,   7053
1,           0,   6433
1,           1,   5783
1,           2,   5111
1,           3,   4419
1,           0,   3704
1,           1,   2984
1,           2,   2248
1,           3,   1502
1,           0,    756
1,           1,      2
1,           2,   -752
1,           3,  -1503
1,           0,  -2253
1,           1,  -2990
1,           2,  -3710
1,           3,  -4420
1,           0,  -5108
1,           1,  -5780
1,           2,  -6430
1,           3,  -7050
1,           0,  -7654
1,           1,  -8219
1,           2,  -8749
1,           3,  -9248
1,           0,  -9711
1,           1, -10132
1,           2, -10516
1,           3, -10859
1,           0, -11156
1,           1, -11411
1,           2, -11621
1,           3, -11786
1,           0, -11905
1,           1, -11976
1,           2, -12000
1,           3, -11976
1,           0, -11906
1,           1, -11788
1,           2, -11624
1,           3, -11413
1,           0, -11158
1,           1, -10859
1,           2, -10516
