time_ps,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15
24922000000,7330,6785,6210,5800,5181,4541,4096,3429,2751,2290,1602,913,454,-227,-899,-1339
24924000000,-1987,-2618,-3021,-3613,-4178,-4530,-5045,-5525,-5815,-6234,-6614,-6832,-7143,-7412,-7551,-7746
24926000000,-7897,-7956,-8032,-8062,-8042,-7999,-7913,-7786,-7661,-7466,-7233,-7042,-6750,-6425,-6178,-5803
24927000000,-5401,-5109,-4669,-4211,-3886,-3401,-2905,-2563,-2053,-1539,-1193,-680,-169,166,664,1151
24929000000,1465,1928,2374,2654,3066,3455,3692,4039,4359,4545,4816,5058,5188,5376,5533,5605
24931000000,5706,5775,5788,5803,5786,5742,5673,5574,5478,5332,5159,5016,4801,4564,4382,4111
24932000000,3822,3610,3295,2967,2735,2390,2038,1796,1436,1075,832,472,116,-117,-463,-800
24934000000,-1017,-1336,-1643,-1834,-2116,-2381,-2629,-2776,-2992,-3188,-3297,-3458,-3596,-3666,-3767,-3846
24936000000,-3876,-3917,-3936,-3925,-3909,-3871,-3823,-3751,-3660,-3579,-3458,-3321,-3211,-3048,-2872,-2738
24937000000,-2542,-2336,-2186,-1966,-1739,-1580,-1346,-1109,-947,-708,-470,-311,-77,151,300,520
24939000000,732,867,1065,1253,1369,1538,1696,1789,1926,2049,2117,2217,2303,2345,2406,2454
24941000000,2469,2492,2502,2491,2478,2451,2417,2369,2308,2253,2175,2085,2013,1909,1796,1710
24943000000,1586,1455,1360,1221,1079,933,832,684,536,435,288,142,46,-94,-232,-320
24944000000,-449,-574,-651,-765,-872,-936,-1031,-1118,-1167,-1240,-1304,-1338,-1388,-1429,-1446,-1473
24946000000,-1490,-1492,-1496,-1491,-1478,-1459,-1434,-1407,-1369,-1325,-1287,-1232,-1172,-1125,-1058,-985
24948000000,-931,-853,-773,-715,-631,-545,-486,-399,-312,-254,-168,-83,-28,53,132,182
24949000000,256,327,371,436,496,532,586,634,661,702,738,756,783,805,814,828
24951000000,836,841,837,834,825,814,798,779,760,735,706,681,648,610,582,542
24953000000,499,468,423,377,344,297,249,216,168,121,90,44,0,-30,-72,-114
24954000000,-140,-178,-214,-235,-268,-298,-315,-340,-364,-376,-394,-410,-417,-428,-437,-439
24956000000,-443,-445,-443,-440,-435,-428,-420,-409,-399,-385,-369,-356,-338,-319,-303,-282
24958000000,-260,-243,-220,-195,-178,-154,-129,-112,-87,-63,-47,-23,0,13,35,56
24959000000,76,88,106,123,133,148,162,169,181,190,195,203,209,212,216,218
24961000000,218,219,218,216,213,209,205,200,193,187,179,170,163,154,143,136
24963000000,124,113,105,93,81,72,60,49,40,29,17,9,0,-11,-18,-28
24964000000,-37,-43,-52,-60,-64,-71,-77,-81,-86,-91,-93,-97,-99,-100,-102,-103
24966000000,-103,-103,-103,-101,-100,-98,-96,-93,-90,-87,-84,-80,-76,-72,-67,-62
24968000000,-58,-53,-47,-43,-38,-32,-29,-23,-18,-14,-9,-4,0,3,8,11
24969000000,15,19,21,25,28,30,33,35,36,38,40,41,42,43,43,44
24971000000,44,43,43,42,42,41,40,39,38,36,35,32,31,29,27,25
24973000000,23,21,18,17,15,12,10,8,6,4,2,0,0,-3,-4,-6
24974000000,-7,-9,-10,-12,-13,-14,-15,-16,-16,-17,-18,-18,-18,-19,-19,-19
24976000000,-19,-19,-19,-18,-18,-18,-17,-17,-16,-16,-15,-14,-13,-13,-12,-11
24978000000,-10,-9,-9,-7,-7,-6,-5,-4,-3,-2,-2,-1,0,0,0,1
24979000000,1,2,3,3,3,4,4,5,5,5,5,5,5,6,5,6
24981000000,6,5,5,5,5,5,5,5,5,4,4,4,4,3,3,3
24983000000,2,2,1,1,1,1,0,0,0,0,0,0,-1,-1,-1,-1
24984000000,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
24986000000,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2
24988000000,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
24989000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24991000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24993000000,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
24994000000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
24996000000,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
24998000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24999000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25001000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25201000000,32755,32726,32607,32283,31783,31354,30569,29619,28896,27681,26317,25327,23729,22003,20785,18866
25203000000,16844,15445,13278,11038,8738,7178,4807,2409,803,-1608,-4011,-5602,-7962,-10278,-11793,-14010
25205000000,-16151,-17529,-19518,-21402,-22593,-24278,-25831,-26789,-28104,-29267,-29955,-30851,-31579,-31970,-32411,-32677
25206000000,-32756,-32727,-32520,-32284,-31784,-31112,-30570,-29620,-28509,-27682,-26318,-24810,-23730,-22004,-20158,-18867
25208000000,-16845,-14732,-13279,-11039,-8739,-7179,-4808,-2410,-804,1607,4010,5601,7961,10277,11792,14009
25210000000,16150,17528,19517,21401,22592,24277,25830,26788,28103,29266,29954,30850,31578,31969,32410,32676
25211000000,32755,32726,32519,32135,31783,31111,30271,29619,28508,27243,26317,24809,23168,22003,20157,18202
25213000000,16844,14731,12538,11038,8738,6392,4807,2409,0,-1608,-4011,-6393,-7962,-10278,-12539,-14010
25215000000,-16151,-18203,-19518,-21402,-23169,-24278,-25831,-27244,-28104,-29267,-30272,-30851,-31579,-32136,-32411,-32677
25216000000,-32766,-32727,-32520,-32136,-31784,-31112,-30272,-29620,-28509,-27244,-26318,-24810,-23169,-22004,-20158,-18203
25218000000,-16845,-14732,-12539,-11039,-8739,-6393,-4808,-2410,0,1607,4010,6392,7961,10277,12538,14731
25220000000,16150,18202,20157,21401,23168,24809,25830,27243,28508,29266,30271,31111,31578,32135,32519,32676
25221000000,32764,32676,32519,32135,31578,31111,30271,29266,28508,27243,25830,24809,23168,21401,20157,18202
25223000000,16150,14731,12538,10277,8738,6392,4010,2409,0,-2410,-4011,-6393,-8739,-10278,-12539,-14732
25225000000,-16151,-18203,-20158,-21402,-23169,-24810,-25831,-27244,-28509,-29267,-30272,-31112,-31579,-32136,-32520,-32677
25226000000,-32766,-32677,-32520,-32136,-31579,-31112,-30272,-29267,-28509,-27244,-25831,-24810,-23169,-21402,-19518,-18203
25228000000,-16151,-14010,-12539,-10278,-7962,-6393,-4011,-1608,0,2409,4807,6392,8738,11038,12538,14731
25230000000,16844,18202,20157,22003,23168,24809,26317,27243,28508,29619,30271,31111,31783,32135,32519,32726
25231000000,32764,32676,32410,32135,31578,30850,30271,29266,28103,27243,25830,24277,23168,21401,19517,18202
25233000000,16150,14009,12538,10277,7961,6392,4010,1607,0,-2410,-4808,-6393,-8739,-11039,-12539,-14732
25235000000,-16845,-18203,-20158,-22004,-23169,-24810,-26318,-27244,-28509,-29620,-30272,-31112,-31784,-32284,-32520,-32727
25236000000,-32756,-32677,-32411,-31970,-31579,-30851,-29955,-29267,-28104,-26789,-25831,-24278,-22593,-21402,-19518,-17529
25238000000,-16151,-14010,-11793,-10278,-7962,-5602,-4011,-1608,803,2409,4807,7178,8738,11038,13278,14731
25240000000,16844,18866,20157,22003,23729,24809,26317,27681,28508,29619,30569,31111,31783,32283,32519,32726
25241000000,32755,32676,32410,31969,31578,30850,29954,29266,28103,26788,25830,24277,22592,21401,19517,17528
25243000000,16150,14009,11792,10277,7961,5601,4010,1607,-804,-3212,-4808,-7179,-9512,-11039,-13279,-15446
25245000000,-16845,-18867,-20786,-22004,-23730,-25328,-26318,-27682,-28897,-29620,-30570,-31355,-31784,-32284,-32608,-32727
25246000000,-32756,-32608,-32411,-31970,-31355,-30851,-29955,-28897,-28104,-26789,-25328,-24278,-22593,-20786,-19518,-17529
25248000000,-15446,-14010,-11793,-9512,-7962,-5602,-3212,-1608,803,3211,4807,7178,9511,11038,13278,15445
25250000000,16844,18866,20785,22003,23729,25327,26317,27681,28896,29619,30569,31354,31783,32283,32607,32726
25251000000,32755,32607,32410,31969,31354,30850,29954,28896,27681,26788,25327,23729,22592,20785,18866,17528
25253000000,15445,13278,11792,9511,7178,5601,3211,803,-804,-3212,-5602,-7179,-9512,-11793,-13279,-15446
25255000000,-17529,-18867,-20786,-22593,-23730,-25328,-26789,-27682,-28897,-29955,-30570,-31355,-31970,-32284,-32608,-32756
25256000000,-32756,-32608,-32284,-31970,-31355,-30570,-29955,-28897,-27682,-26789,-25328,-23730,-22593,-20786,-18867,-17529
25258000000,-15446,-13279,-11793,-9512,-7179,-5602,-3212,-804,803,3211,5601,7178,9511,11792,13278,15445
25260000000,17528,18866,20785,22592,23729,25327,26788,28103,28896,29954,30850,31354,31969,32410,32607,32755
25261000000,32726,32607,32283,31783,31354,30569,29619,28896,27681,26317,25327,23729,22003,20785,18866,16844
25263000000,15445,13278,11038,9511,7178,4807,3211,803,-1608,-3212,-5602,-7962,-9512,-11793,-14010,-15446
25265000000,-17529,-19518,-20786,-22593,-24278,-25328,-26789,-28104,-28897,-29955,-30851,-31355,-31970,-32411,-32608,-32756
25266000000,-32727,-32608,-32284,-31784,-31355,-30570,-29620,-28897,-27682,-26318,-25328,-23730,-22004,-20786,-18867,-16845
25268000000,-15446,-13279,-11039,-8739,-7179,-4808,-2410,-804,1607,4010,5601,7961,10277,11792,14009,16150
25270000000,17528,19517,21401,22592,24277,25830,26788,28103,29266,29954,30850,31578,31969,32410,32676,32755
25271000000,32726,32519,32283,31783,31111,30569,29619,28508,27681,26317,24809,23729,22003,20157,18866,16844
25273000000,14731,13278,11038,8738,7178,4807,2409,803,-1608,-4011,-5602,-7962,-10278,-11793,-14010,-16151
25275000000,-17529,-19518,-21402,-22593,-24278,-25831,-26789,-28104,-29267,-29955,-30851,-31579,-31970,-32411,-32677,-32756
25276000000,-32727,-32520,-32136,-31784,-31112,-30272,-29620,-28509,-27244,-26318,-24810,-23169,-22004,-20158,-18203,-16845
25278000000,-14732,-12539,-11039,-8739,-6393,-4808,-2410,0,1607,4010,6392,7961,10277,12538,14009,16150
25280000000,18202,19517,21401,23168,24277,25830,27243,28103,29266,30271,30850,31578,32135,32410,32676,32764
25281000000,32726,32519,32135,31783,31111,30271,29619,28508,27243,26317,24809,23168,22003,20157,18202,16844
25283000000,14731,12538,11038,8738,6392,4807,2409,0,-1608,-4011,-6393,-7962,-10278,-12539,-14010,-16151
25285000000,-18203,-20158,-21402,-23169,-24810,-25831,-27244,-28509,-29267,-30272,-31112,-31579,-32136,-32520,-32677,-32766
25286000000,-32677,-32520,-32136,-31579,-31112,-30272,-29267,-28509,-27244,-25831,-24810,-23169,-21402,-20158,-18203,-16151
25288000000,-14732,-12539,-10278,-8739,-6393,-4011,-2410,0,2409,4010,6392,8738,10277,12538,14731,16150
25290000000,18202,20157,21401,23168,24809,25830,27243,28508,29266,30271,31111,31578,32135,32519,32676,32764
25291000000,32676,32519,32135,31578,31111,30271,29266,28508,27243,25830,24809,23168,21401,19517,18202,16150
25293000000,14009,12538,10277,7961,6392,4010,1607,0,-2410,-4808,-6393,-8739,-11039,-12539,-14732,-16845
25295000000,-18203,-20158,-22004,-23169,-24810,-26318,-27244,-28509,-29620,-30272,-31112,-31784,-32136,-32520,-32727,-32766
25296000000,-32677,-32411,-32136,-31579,-30851,-30272,-29267,-28104,-27244,-25831,-24278,-23169,-21402,-19518,-18203,-16151
25298000000,-14010,-12539,-10278,-7962,-6393,-4011,-1608,0,2409,4807,6392,8738,11038,12538,14731,16844
25300000000,18202,20157,22003,23168,24809,26317,27243,28508,29619,30271,31111,31783,32283,32519,32726,32755
25301000000,32676,32410,31969,31578,30850,29954,29266,28103,26788,25830,24277,22592,21401,19517,17528,16150
25303000000,14009,11792,10277,7961,5601,4010,1607,-804,-2410,-4808,-7179,-8739,-11039,-13279,-14732,-16845
25305000000,-18867,-20158,-22004,-23730,-24810,-26318,-27682,-28509,-29620,-30570,-31112,-31784,-32284,-32520,-32727,-32756
25306000000,-32677,-32411,-31970,-31579,-30851,-29955,-29267,-28104,-26789,-25831,-24278,-22593,-21402,-19518,-17529,-16151
25308000000,-14010,-11793,-10278,-7962,-5602,-4011,-1608,803,2409,4807,7178,9511,11038,13278,15445,16844
25310000000,18866,20785,22003,23729,25327,26317,27681,28896,29619,30569,31354,31783,32283,32607,32726,32755
25311000000,32607,32410,31969,31354,30850,29954,28896,28103,26788,25327,24277,22592,20785,19517,17528,15445
25313000000,14009,11792,9511,7961,5601,3211,1607,-804,-3212,-4808,-7179,-9512,-11039,-13279,-15446,-16845
25315000000,-18867,-20786,-22004,-23730,-25328,-26318,-27682,-28897,-29620,-30570,-31355,-31784,-32284,-32608,-32727,-32756
25316000000,-32608,-32411,-31970,-31355,-30851,-29955,-28897,-27682,-26789,-25328,-23730,-22593,-20786,-18867,-17529,-15446
25318000000,-13279,-11793,-9512,-7179,-5602,-3212,-804,803,3211,5601,7178,9511,11792,13278,15445,17528
25320000000,18866,20785,22592,23729,25327,26788,27681,28896,29954,30569,31354,31969,32283,32607,32755,32755
25321000000,32607,32283,31969,31354,30569,29954,28896,27681,26788,25327,23729,22592,20785,18866,17528,15445
25323000000,13278,11792,9511,7178,5601,3211,803,-804,-3212,-5602,-7179,-9512,-11793,-13279,-15446,-17529
25325000000,-18867,-20786,-22593,-23730,-25328,-26789,-28104,-28897,-29955,-30851,-31355,-31970,-32411,-32608,-32756,-32727
25326000000,-32608,-32284,-31784,-31355,-30570,-29620,-28897,-27682,-26318,-25328,-23730,-22004,-20786,-18867,-16845,-15446
25328000000,-13279,-11039,-9512,-7179,-4808,-3212,-804,1607,3211,5601,7961,9511,11792,14009,15445,17528
25330000000,19517,20785,22592,24277,25327,26788,28103,28896,29954,30850,31354,31969,32410,32607,32755,32726
25331000000,32607,32283,31783,31354,30569,29619,28896,27681,26317,25327,23729,22003,20785,18866,16844,15445
25333000000,13278,11038,9511,7178,4807,2409,803,-1608,-4011,-5602,-7962,-10278,-11793,-14010,-16151,-17529
25335000000,-19518,-21402,-22593,-24278,-25831,-26789,-28104,-29267,-29955,-30851,-31579,-31970,-32411,-32677,-32756,-32727
25336000000,-32520,-32284,-31784,-31112,-30570,-29620,-28509,-27682,-26318,-24810,-23730,-22004,-20158,-18867,-16845,-14732
25338000000,-13279,-11039,-8739,-7179,-4808,-2410,-804,1607,4010,5601,7961,10277,11792,14009,16150,17528
25340000000,19517,21401,22592,24277,25830,26788,28103,29266,29954,30850,31578,31969,32410,32676,32755,32726
25341000000,32519,32135,31783,31111,30271,29619,28508,27243,26317,24809,23168,22003,20157,18202,16844,14731
25343000000,12538,11038,8738,6392,4807,2409,0,-1608,-4011,-6393,-7962,-10278,-12539,-14010,-16151,-18203
25345000000,-19518,-21402,-23169,-24278,-25831,-27244,-28104,-29267,-30272,-30851,-31579,-32136,-32411,-32677,-32766,-32727
25346000000,-32520,-32136,-31784,-31112,-30272,-29620,-28509,-27244,-26318,-24810,-23169,-22004,-20158,-18203,-16845,-14732
25348000000,-12539,-11039,-8739,-6393,-4808,-2410,0,1607,4010,6392,7961,10277,12538,14009,16150,18202
25350000000,20157,21401,23168,24809,25830,27243,28508,29266,30271,31111,31578,32135,32519,32676,32764,32676
25351000000,32519,32135,31578,31111,30271,29266,28508,27243,25830,24809,23168,21401,20157,18202,16150,14731
25353000000,12538,10277,8738,6392,4010,2409,0,-2410,-4011,-6393,-8739,-10278,-12539,-14732,-16151,-18203
25355000000,-20158,-21402,-23169,-24810,-25831,-27244,-28509,-29267,-30272,-31112,-31579,-32136,-32520,-32677,-32766,-32677
25357000000,-32520,-32136,-31579,-31112,-30272,-29267,-28509,-27244,-25831,-24810,-23169,-21402,-20158,-18203,-16151,-14010
25358000000,-12539,-10278,-7962,-6393,-4011,-1608,0,2409,4807,6392,8738,11038,12538,14731,16844,18202
25360000000,20157,22003,23168,24809,26317,27243,28508,29619,30271,31111,31783,32135,32519,32726,32764,32676
25362000000,32410,32135,31578,30850,30271,29266,28103,27243,25830,24277,23168,21401,19517,18202,16150,14009
25363000000,12538,10277,7961,6392,4010,1607,0,-2410,-4808,-6393,-8739,-11039,-12539,-14732,-16845,-18203
25365000000,-20158,-22004,-23169,-24810,-26318,-27244,-28509,-29620,-30272,-31112,-31784,-32284,-32520,-32727,-32756,-32677
25367000000,-32411,-31970,-31579,-30851,-29955,-29267,-28104,-26789,-25831,-24278,-22593,-21402,-19518,-17529,-16151,-14010
25368000000,-11793,-10278,-7962,-5602,-4011,-1608,803,2409,4807,7178,8738,11038,13278,14731,16844,18866
25370000000,20157,22003,23729,24809,26317,27681,28508,29619,30569,31111,31783,32283,32519,32726,32755,32676
25372000000,32410,31969,31578,30850,29954,29266,28103,26788,25830,24277,22592,21401,19517,17528,16150,14009
25373000000,11792,10277,7961,5601,4010,1607,-804,-2410,-4808,-7179,-9512,-11039,-13279,-15446,-16845,-18867
25375000000,-20786,-22004,-23730,-25328,-26318,-27682,-28897,-29620,-30570,-31355,-31784,-32284,-32608,-32727,-32756,-32608
25377000000,-32411,-31970,-31355,-30851,-29955,-28897,-28104,-26789,-25328,-24278,-22593,-20786,-19518,-17529,-15446,-14010
25378000000,-11793,-9512,-7962,-5602,-3212,-1608,803,3211,4807,7178,9511,11038,13278,15445,16844,18866
25380000000,20785,22003,23729,25327,26317,27681,28896,29619,30569,31354,31783,32283,32607,32726,32755,32607
25382000000,32410,31969,31354,30850,29954,28896,28103,26788,25327,23729,22592,20785,18866,17528,15445,13278
25383000000,11792,9511,7178,5601,3211,803,-804,-3212,-5602,-7179,-9512,-11793,-13279,-15446,-17529,-18867
25385000000,-20786,-22593,-23730,-25328,-26789,-27682,-28897,-29955,-30570,-31355,-31970,-32284,-32608,-32756,-32756,-32608
25387000000,-32284,-31970,-31355,-30570,-29955,-28897,-27682,-26789,-25328,-23730,-22593,-20786,-18867,-17529,-15446,-13279
25388000000,-11793,-9512,-7179,-5602,-3212,-804,803,3211,5601,7178,9511,11792,13278,15445,17528,18866
25390000000,20785,22592,23729,25327,26788,28103,28896,29954,30850,31354,31969,32410,32607,32755,32726,32607
25392000000,32283,31783,31354,30569,29619,28896,27681,26317,25327,23729,22003,20785,18866,16844,15445,13278
25393000000,11038,9511,7178,4807,3211,803,-1608,-3212,-5602,-7962,-9512,-11793,-14010,-15446,-17529,-19518
25395000000,-20786,-22593,-24278,-25328,-26789,-28104,-28897,-29955,-30851,-31355,-31970,-32411,-32608,-32756,-32727,-32608
25397000000,-32284,-31784,-31355,-30570,-29620,-28897,-27682,-26318,-25328,-23730,-22004,-20786,-18867,-16845,-15446,-13279
25398000000,-11039,-9512,-7179,-4808,-2410,-804,1607,4010,5601,7961,10277,11792,14009,16150,17528,19517
25400000000,21401,22592,24277,25830,26788,28103,29266,29954,30850,31578,31969,32410,32676,32755,32726,32519
25600000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25602000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25604000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25605000000,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
25607000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25609000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25610000000,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
25612000000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2
25614000000,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
25615000000,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
25617000000,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2
25619000000,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2
25620000000,2,2,1,1,1,0,0,0,0,0,0,-1,-2,-2,-2,-3
25622000000,-3,-4,-5,-5,-5,-6,-7,-7,-8,-8,-8,-9,-9,-10,-10,-10
25624000000,-11,-11,-11,-11,-12,-12,-12,-12,-12,-12,-11,-11,-11,-11,-10,-10
25625000000,-9,-9,-8,-7,-6,-6,-4,-4,-3,-1,0,0,1,3,4,5
25627000000,6,7,9,10,11,13,14,16,17,18,19,20,21,22,23,24
25629000000,25,25,26,26,27,27,27,27,26,26,26,25,25,23,22,21
25630000000,20,18,17,15,12,11,8,5,4,1,-2,-4,-7,-10,-13,-16
25632000000,-20,-22,-26,-29,-32,-35,-39,-41,-44,-47,-50,-52,-55,-57,-59,-61
25634000000,-63,-64,-65,-66,-67,-67,-67,-67,-66,-65,-64,-63,-60,-59,-56,-52
25635000000,-50,-45,-41,-38,-32,-27,-23,-16,-10,-5,1,8,13,21,29,34
25637000000,42,50,56,64,72,77,85,92,97,104,111,116,121,126,130,134
25639000000,138,141,143,145,146,147,146,146,144,141,140,135,130,126,119,111
25640000000,106,97,86,80,68,55,47,33,19,9,-6,-22,-32,-49,-66,-77
25642000000,-94,-111,-123,-140,-157,-168,-184,-200,-214,-224,-238,-250,-259,-270,-279,-286
25644000000,-294,-299,-303,-307,-308,-310,-308,-305,-303,-297,-289,-283,-272,-258,-249,-233
25645000000,-214,-202,-181,-158,-142,-116,-89,-71,-41,-11,9,41,74,96,130,164
25647000000,187,221,255,278,311,343,365,395,424,444,470,494,511,531,549,563
25649000000,576,586,594,600,601,604,600,593,589,576,559,548,525,498,480,448
25650000000,412,387,345,301,270,221,168,114,76,18,-41,-82,-144,-207,-250,-313
25652000000,-377,-421,-484,-545,-588,-647,-704,-744,-796,-846,-881,-924,-963,-991,-1023,-1050
25654000000,-1069,-1087,-1100,-1109,-1111,-1107,-1106,-1091,-1070,-1056,-1024,-985,-959,-910,-853,-816
25655000000,-749,-677,-628,-546,-460,-401,-306,-208,-140,-36,70,143,254,366,442,555
25657000000,667,744,854,962,1036,1139,1238,1306,1397,1482,1540,1615,1681,1728,1781,1825
25659000000,1857,1886,1905,1913,1920,1910,1890,1877,1839,1788,1755,1686,1606,1553,1455,1347
25660000000,1274,1149,1015,924,776,621,515,348,175,58,-121,-304,-429,-615,-802,-930
25662000000,-1116,-1299,-1424,-1601,-1773,-1890,-2051,-2204,-2308,-2445,-2572,-2658,-2763,-2856,-2920,-2988
25664000000,-3042,-3078,-3105,-3115,-3122,-3103,-3066,-3041,-2974,-2890,-2832,-2717,-2585,-2496,-2336,-2160
25665000000,-2040,-1838,-1622,-1476,-1238,-989,-820,-554,-280,-95,189,477,673,965,1258,1456
25667000000,1745,2029,2307,2496,2760,3014,3186,3418,3636,3783,3973,4144,4259,4396,4511,4588
25669000000,4664,4715,4748,4757,4739,4726,4664,4574,4512,4378,4217,4106,3902,3673,3516,3246
25670000000,2954,2755,2428,2082,1847,1474,1086,823,415,0,-282,-709,-1138,-1428,-1858,-2283
25672000000,-2570,-2984,-3388,-3660,-4042,-4408,-4652,-4986,-5296,-5503,-5771,-6012,-6170,-6361,-6519,-6620
25674000000,-6721,-6787,-6826,-6829,-6795,-6767,-6669,-6533,-6436,-6236,-5999,-5834,-5537,-5205,-4976,-4588
25675000000,-4171,-3725,-3419,-2929,-2417,-2068,-1523,-962,-582,0,587,984,1579,2172,2571,3156
25677000000,3731,4116,4667,5200,5554,6048,6515,6824,7240,7620,7868,8186,8462,8638,8841,8998
25679000000,9092,9168,9196,9203,9144,9036,8951,8757,8513,8337,8010,7635,7373,6922,6428,6086
25680000000,5524,4927,4517,3864,3183,2720,2000,1260,761,0,-770,-1288,-2062,-2833,-3348,-4104
25682000000,-4844,-5336,-6043,-6724,-7172,-7800,-8391,-8777,-9299,-9776,-10081,-10474,-10813,-11095,-11268,-11453
25684000000,-11576,-11640,-11658,-11613,-11563,-11411,-11195,-11030,-10708,-10325,-10050,-9568,-9029,-8651,-8023,-7346
25685000000,-6878,-6126,-5335,-4793,-3944,-3067,-2472,-1557,-627,0,944,1892,2525,3464,4392,5006
25687000000,5902,6773,7344,8161,8938,9443,10146,10798,11215,11773,12272,12582,12972,13294,13483,13686
25689000000,13815,13873,13877,13805,13728,13529,13256,13044,12647,12178,11838,11255,10607,10150,9401,8596
25690000000,8038,7150,6217,5579,4584,3560,2865,1801,723,0,-1091,-2182,-3265,-3983,-5043,-6079
25692000000,-6759,-7746,-8694,-9308,-10181,-11002,-11526,-12251,-12911,-13322,-13868,-14340,-14621,-14964,-15227,-15365
25694000000,-15490,-15530,-15519,-15418,-15233,-15071,-14747,-14341,-14033,-13495,-12883,-12440,-11709,-10911,-10351,-9452
25695000000,-8500,-7841,-6811,-5740,-5009,-3885,-2736,-1962,-788,392,1181,2359,3527,4298,5434,6543
25697000000,7265,8315,9321,9967,10888,11750,12294,13050,13736,14155,14715,15196,15474,15816,16073,16198
25699000000,16308,16329,16296,16169,15954,15764,15405,14961,14620,14042,13387,12659,12135,11294,10391,9757
25700000000,8764,7722,7004,5896,4755,3980,2800,1605,803,-402,-1606,-2404,-3590,-4756,-5520,-6640
25702000000,-7723,-8423,-9434,-10393,-11002,-11865,-12664,-13159,-13841,-14449,-14810,-15285,-15678,-15892,-16142,-16304
25704000000,-16364,-16378,-16304,-16206,-15985,-15678,-15426,-14978,-14449,-14052,-13395,-12664,-12139,-11297,-10393,-9759
25705000000,-8765,-7723,-7005,-5897,-4756,-3981,-2801,-1606,-804,401,1605,2403,3589,4755,5519,6639
25707000000,7722,8422,9433,10392,11001,11864,12663,13394,13840,14448,14977,15284,15677,15984,16141,16303
25709000000,16377,16377,16303,16141,15984,15677,15284,14977,14448,13840,13394,12663,11864,11296,10392,9433
25710000000,8764,7722,6639,5896,4755,3589,2800,1605,401,-402,-1606,-2801,-3590,-4756,-5897,-6640
25712000000,-7723,-8765,-9434,-10393,-11297,-11865,-12664,-13395,-13841,-14449,-14978,-15285,-15678,-15985,-16142,-16304
25714000000,-16378,-16378,-16304,-16142,-15985,-15678,-15285,-14978,-14449,-13841,-13395,-12664,-11865,-11297,-10393,-9434
25715000000,-8765,-7723,-6640,-5897,-4756,-3590,-2404,-1606,-402,803,1605,2800,3980,4755,5896,7004
25717000000,7722,8764,9758,10392,11296,12138,12663,13394,14051,14448,14977,15425,15677,15984,16205,16303
25719000000,16377,16363,16303,16141,15891,15677,15284,14809,14448,13840,13158,12663,11864,11001,10392,9433
25720000000,8422,7722,6639,5519,4755,3589,2403,1605,401,-804,-1606,-2801,-3981,-4756,-5897,-7005
25722000000,-7723,-8765,-9759,-10393,-11297,-12139,-12664,-13395,-14052,-14449,-14978,-15426,-15678,-15985,-16206,-16304
25724000000,-16378,-16364,-16304,-16142,-15892,-15556,-15285,-14810,-14255,-13841,-13159,-12405,-11865,-11002,-10079,-9434
25725000000,-8423,-7366,-6640,-5520,-4370,-3590,-2404,-1205,-402,803,2005,2800,3980,5138,5896,7004
25727000000,8075,8764,9758,10700,11296,12138,12915,13394,14051,14633,14977,15425,15789,15984,16205,16338
25729000000,16377,16363,16259,16141,15891,15555,15284,14809,14254,13840,13158,12404,11864,11001,10078,9433
25730000000,8422,7365,6639,5519,4369,3589,2403,1204,401,-804,-2006,-2801,-3981,-5139,-5897,-7005
25732000000,-8076,-9102,-9759,-10701,-11585,-12139,-12916,-13622,-14052,-14634,-15136,-15426,-15790,-16068,-16206,-16339
25734000000,-16383,-16364,-16260,-16068,-15892,-15556,-15136,-14810,-14255,-13622,-13159,-12405,-11585,-11002,-10079,-9102
